contestId,index,name,tags,rating,solvedCount
1294,F,Three Paths on a Tree,"['dfs and similar', 'dp', 'greedy', 'trees']",2000,6193
1294,E,Obtain a Permutation,"['greedy', 'implementation', 'math']",1900,5045
1294,D,MEX maximizing,"['data structures', 'greedy', 'implementation', 'math']",1600,12161
1294,C,Product of Three Numbers,"['greedy', 'math', 'number theory']",1300,39170
1294,B,Collecting Packages,"['implementation', 'sortings']",1200,22342
1294,A,Collecting Coins,['math'],800,49925
1293,B,JOE is on TV!,"['combinatorics', 'greedy', 'math']",1000,21707
1293,A,ConneR and the A.R.C. Markland-N,"['binary search', 'brute force', 'implementation']",1100,15821
1292,F,Nora's Toy Boxes,"['bitmasks', 'combinatorics', 'dp']",3500,352
1292,E,Rin and The Unknown Flower,"['constructive algorithms', 'greedy', 'interactive', 'math']",3500,398
1292,D,Chaotic V.,"['dp', 'graphs', 'greedy', 'math', 'number theory', 'trees']",2700,900
1292,C,Xenon's Attack on the Gangs,"['combinatorics', 'dfs and similar', 'dp', 'greedy', 'trees']",2300,2148
1292,B,Aroma's Search,"['brute force', 'constructive algorithms', 'geometry', 'greedy', 'implementation']",1700,6528
1292,A,NEKO's Maze Game,"['data structures', 'dsu', 'implementation']",1400,13587
1291,F,Coffee Varieties (easy version),"['graphs', 'interactive']",2800,695
1291,B,Array Sharpening,"['greedy', 'implementation']",1300,14640
1291,A,Even But Not Even,"['greedy', 'math', 'strings']",900,20052
1290,F,Making Shapes,['dp'],3500,519
1290,E,Cartesian Tree ,['data structures'],3300,632
1290,D,Coffee Varieties (hard version),"['constructive algorithms', 'graphs', 'interactive']",3000,894
1290,C,Prefix Enlightenment,"['dfs and similar', 'dsu', 'graphs']",2400,1888
1290,B,Irreducible Anagrams,"['binary search', 'constructive algorithms', 'data structures', 'strings', 'two pointers']",1800,6178
1290,A,Mind Control,"['brute force', 'data structures', 'implementation']",1600,8715
1288,F,Red-Blue Graph,"['constructive algorithms', 'flows']",2900,565
1288,E,Messenger Simulator,['data structures'],2000,3793
1288,D,Minimax Problem,"['binary search', 'bitmasks', 'dp']",2000,7726
1288,C,Two Arrays,"['combinatorics', 'dp']",1600,13902
1288,B,Yet Another Meme Problem,['math'],1100,17382
1288,A,Deadline,"['binary search', 'brute force', 'math', 'ternary search']",1100,18854
1287,B,Hyperset,"['brute force', 'data structures', 'implementation']",1500,9624
1287,A,Angry Students,"['greedy', 'implementation']",800,21318
1286,F,Harry The Potter,"['brute force', 'constructive algorithms', 'dp', 'fft', 'implementation', 'math']",3100,270
1286,E,Fedya the Potter Strikes Back,"['data structures', 'strings']",3200,604
1286,D,LCC,"['data structures', 'math', 'matrices', 'probabilities']",3100,662
1286,C2,Madhouse (Hard version),"['brute force', 'constructive algorithms', 'hashing', 'interactive', 'math']",2800,702
1286,C1,Madhouse (Easy version),"['brute force', 'constructive algorithms', 'interactive', 'math']",2400,1495
1286,B,Numbers on Tree,"['constructive algorithms', 'data structures', 'dfs and similar', 'graphs', 'greedy', 'trees']",1800,4993
1286,A,Garland,"['dp', 'greedy', 'sortings']",1800,9216
1285,F,Classical?,"['binary search', 'combinatorics', 'number theory']",2900,1243
1285,E,Delete a Segment,"['brute force', 'constructive algorithms', 'data structures', 'dp', 'graphs', 'sortings', 'trees', 'two pointers']",2300,1906
1285,D,Dr. Evil Underscores,"['bitmasks', 'brute force', 'dfs and similar', 'divide and conquer', 'dp', 'greedy', 'strings', 'trees']",1900,8136
1285,C,Fadi and LCM,"['brute force', 'math', 'number theory']",1400,25517
1285,B,Just Eat It!,"['dp', 'greedy', 'implementation']",1300,25705
1285,A,Mezo Playing Zoma,['math'],800,29023
1284,G,Seollal,['graphs'],3300,210
1284,F,New Year and Social Network,"['data structures', 'graph matchings', 'graphs', 'math', 'trees']",3200,388
1284,E,New Year and Castle Construction,"['combinatorics', 'geometry', 'math', 'sortings']",2500,1335
1284,D,New Year and Conference,"['binary search', 'data structures', 'hashing', 'sortings']",2100,3232
1284,C,New Year and Permutation,"['combinatorics', 'math']",1600,8413
1284,B,New Year and Ascent Sequence,"['binary search', 'combinatorics', 'data structures', 'dp', 'implementation', 'sortings']",1400,11048
1284,A,New Year and Naming,"['implementation', 'strings']",800,18293
1283,F,DIY Garland,"['constructive algorithms', 'greedy', 'trees']",2200,1936
1283,E,New Year Parties,"['dp', 'greedy']",1800,6925
1283,D,Christmas Trees,"['graphs', 'greedy', 'shortest paths']",1800,8357
1283,C,Friends and Gifts,"['constructive algorithms', 'data structures', 'math']",1500,13610
1283,B,Candies Division,['math'],900,22305
1283,A,Minutes Before the New Year,['math'],800,55982
1282,E,The Cake Is a Lie,"['constructive algorithms', 'data structures', 'dfs and similar', 'graphs']",2400,1186
1282,D,Enchanted Artifact,"['constructive algorithms', 'interactive', 'strings']",2300,2288
1282,C,Petya and Exam,"['greedy', 'sortings', 'two pointers']",1800,4423
1282,B2,K for the Price of One (Hard Version),"['dp', 'greedy', 'sortings']",1600,10571
1282,B1,K for the Price of One (Easy Version),"['dp', 'greedy', 'sortings']",1400,11767
1282,A,Temporarily unavailable,"['implementation', 'math']",900,15116
1281,B,Azamon Web Services,['greedy'],1600,8508
1281,A,Suffix Three,['implementation'],800,18516
1280,F,Intergalactic Sliding Puzzle,"['combinatorics', 'constructive algorithms', 'math']",3400,70
1280,E,Kirchhoff's Current Loss,['math'],2900,213
1280,D,Miss Punyverse,"['dp', 'greedy', 'trees']",2500,1081
1280,C,Jeremy Bearimy,"['dfs and similar', 'graphs', 'greedy', 'trees']",2000,2844
1280,B,Beingawesomeism,"['implementation', 'math']",1800,4097
1280,A,Cut and Paste,"['implementation', 'math']",1700,5642
1279,F,New Year and Handle Change,"['binary search', 'dp']",2800,1042
1279,E,New Year Permutations,"['combinatorics', 'dp']",2700,403
1279,D,Santa's Bot,"['combinatorics', 'math', 'probabilities']",1700,6731
1279,C,Stack of Presents,"['data structures', 'implementation']",1400,12037
1279,B,Verse For Santa,"['binary search', 'brute force', 'implementation']",1300,13980
1279,A,New Year Garland,['math'],900,17266
1278,F,Cards,"['combinatorics', 'dp', 'math', 'number theory', 'probabilities']",2600,2075
1278,E,Tests for problem D,"['constructive algorithms', 'dfs and similar', 'divide and conquer', 'trees']",2200,1983
1278,D,Segment Tree,"['data structures', 'dsu', 'graphs', 'trees']",2100,4152
1278,C,Berry Jam,"['data structures', 'dp', 'greedy', 'implementation']",1700,8328
1278,B,A and B,"['greedy', 'math']",1500,13763
1278,A,Shuffle Hashing,"['brute force', 'implementation', 'strings']",1000,17528
1277,D,Let's Play the Words?,"['data structures', 'hashing', 'implementation', 'math']",1900,3193
1277,B,Make Them Odd,"['greedy', 'number theory']",1200,15985
1277,A,"Happy Birthday, Polycarp!",['implementation'],1000,13724
1276,F,Asterisk Substrings,['string suffix structures'],3400,382
1276,E,Four Stones,['constructive algorithms'],3500,104
1276,D,Tree Elimination,"['dp', 'trees']",2900,638
1276,C,Beautiful Rectangle,"['brute force', 'combinatorics', 'constructive algorithms', 'data structures', 'greedy', 'math']",2300,1716
1276,B,Two Fairs,"['combinatorics', 'dfs and similar', 'dsu', 'graphs']",1900,5268
1276,A,As Simple as One and Two,"['dp', 'greedy']",1400,12580
1272,F,Two Bracket Sequences,"['dp', 'strings', 'two pointers']",2200,2112
1272,E,Nearest Opposite Parity,"['dfs and similar', 'graphs', 'shortest paths']",1900,6955
1272,D,Remove One Element,"['brute force', 'dp']",1500,17943
1272,C,Yet Another Broken Keyboard,"['combinatorics', 'dp', 'implementation']",1200,28490
1272,B,Snow Walking Robot,"['constructive algorithms', 'greedy', 'implementation']",1200,14314
1272,A,Three Friends,"['brute force', 'greedy', 'math', 'sortings']",900,21411
1271,F,Divide The Students,['brute force'],2700,214
1271,E,Common Number,"['binary search', 'combinatorics', 'dp', 'math']",2100,3548
1271,D,Portals,"['data structures', 'dp', 'greedy', 'implementation', 'sortings']",2100,3206
1271,C,Shawarma Tent,"['brute force', 'geometry', 'greedy', 'implementation']",1300,10763
1271,B,Blocks,"['greedy', 'math']",1300,11549
1271,A,Suits,"['brute force', 'greedy', 'math']",800,15380
1270,I,Xor on Figures,"['constructive algorithms', 'fft', 'math']",3500,272
1270,H,Number of Components,['data structures'],3300,855
1270,G,Subset with Zero Sum,"['constructive algorithms', 'dfs and similar', 'graphs', 'math']",2700,2587
1270,F,Awesome Substrings,"['math', 'strings']",2600,1224
1270,E,Divide Points,"['constructive algorithms', 'geometry', 'math']",2300,2447
1270,D,Strange Device,"['constructive algorithms', 'interactive', 'math', 'sortings']",1900,4758
1270,C,Make Good,"['bitmasks', 'constructive algorithms', 'math']",1400,14553
1270,B,Interesting Subarray,"['constructive algorithms', 'greedy', 'math']",1200,16857
1270,A,Card Game,"['games', 'greedy', 'math']",800,17416
1269,B,Modulo Equality,"['brute force', 'sortings']",1500,9394
1269,A,Equation,"['brute force', 'math']",800,22791
1268,E,Happy Cactus,['dp'],3400,278
1268,D,Invertation in Tournament,"['brute force', 'divide and conquer', 'graphs', 'math']",3200,578
1268,C,K Integers,"['binary search', 'data structures']",2300,1832
1268,B,Domino for Young,"['dp', 'greedy', 'math']",2000,6130
1268,A,Long Beautiful Integer,"['constructive algorithms', 'greedy', 'implementation', 'strings']",1700,8816
1267,L,Lexicography,"['constructive algorithms', 'strings']",1800,3248
1267,K,Key Storage,"['combinatorics', 'math']",2100,2049
1267,J,Just Arrange the Icons,"['greedy', 'implementation', 'math']",1800,2963
1267,I,Intriguing Selection,"['brute force', 'constructive algorithms', 'implementation', 'interactive', 'sortings']",2600,941
1267,H,Help BerLine,['constructive algorithms'],3200,185
1267,G,Game Relics,"['math', 'probabilities']",3000,764
1267,F,Foolprüf Security,['graphs'],2600,702
1267,E,Elections,['greedy'],1700,3415
1267,D,DevOps Best Practices,['constructive algorithms'],2800,238
1267,C,Cactus Revenge,['constructive algorithms'],3500,385
1267,B,Balls of Buma,[],900,4377
1267,A,Apprentice Learning Trajectory,[],2400,1036
1266,H,Red-Blue Graph,"['dp', 'graphs', 'math', 'matrices', 'meet-in-the-middle']",3400,126
1266,G,Permutation Concatenation,['string suffix structures'],3300,137
1266,F,Almost Same Distance,"['dfs and similar', 'graphs']",2900,360
1266,E,Spaceship Solitaire,"['data structures', 'greedy', 'implementation']",2100,2283
1266,D,Decreasing Debts,"['constructive algorithms', 'data structures', 'graphs', 'greedy', 'implementation', 'math', 'two pointers']",2000,3710
1266,C,Diverse Matrix,"['constructive algorithms', 'greedy', 'math', 'number theory']",1400,9865
1266,B,Dice Tower,"['constructive algorithms', 'math']",1000,15891
1266,A,Competitive Programmer,"['chinese remainder theorem', 'math']",1000,16670
1265,E,Beautiful Mirrors,"['data structures', 'dp', 'math', 'probabilities']",2100,3955
1265,B,Beautiful Numbers,"['data structures', 'implementation', 'math', 'two pointers']",1300,13156
1265,A,Beautiful String,"['constructive algorithms', 'greedy']",1000,15571
1264,F,Beautiful Fibonacci Problem,"['constructive algorithms', 'number theory']",3500,1011
1264,E,Beautiful League,"['constructive algorithms', 'flows', 'graph matchings']",2700,868
1264,D2,Beautiful Bracket Sequence (hard version),"['combinatorics', 'probabilities']",2900,1111
1264,D1,Beautiful Bracket Sequence (easy version),"['combinatorics', 'dp', 'probabilities']",2600,1378
1264,C,Beautiful Mirrors with queries,"['data structures', 'probabilities']",2400,1241
1264,B,Beautiful Sequence,"['brute force', 'constructive algorithms', 'greedy']",1900,5932
1264,A,Beautiful Regional Contest,"['greedy', 'implementation']",1500,10290
1263,F,Economic Difficulties,"['data structures', 'dfs and similar', 'dp', 'flows', 'graphs', 'trees']",2400,915
1263,E,Editor,"['data structures', 'implementation']",2100,2881
1263,D,Secret Passwords,"['dfs and similar', 'dsu', 'graphs']",1500,14966
1263,C,Everyone is a Winner!,"['binary search', 'math', 'meet-in-the-middle', 'number theory']",1400,14134
1263,B,PIN Codes,"['greedy', 'implementation']",1400,11600
1263,A,Sweet Problem,['math'],1100,16736
1261,F,Xor-Set,"['bitmasks', 'divide and conquer', 'math']",3100,419
1260,F,Colored Tree,"['data structures', 'trees']",2700,578
1260,E,Tournament,"['brute force', 'dp', 'greedy']",2400,1806
1260,D,A Game with Traps,"['binary search', 'dp', 'greedy', 'sortings']",1900,4030
1260,C,Infinite Fence,"['greedy', 'math', 'number theory']",1700,8531
1260,B,Obtain Two Zeroes,"['binary search', 'math']",1300,16261
1260,A,Heating,['math'],1000,15314
1257,G,Divisor Set,"['divide and conquer', 'fft', 'greedy', 'math', 'number theory']",2600,660
1257,F,Make Them Similar,"['bitmasks', 'brute force', 'hashing', 'meet-in-the-middle']",2400,2197
1257,E,The Contest,"['data structures', 'dp', 'greedy']",2000,4384
1257,D,Yet Another Monster Killing Problem,"['binary search', 'data structures', 'dp', 'greedy', 'sortings', 'two pointers']",1700,7892
1257,C,Dominated Subarray,"['greedy', 'implementation', 'sortings', 'strings', 'two pointers']",1200,16414
1257,B,Magic Stick,['math'],1000,21755
1257,A,Two Rival Students,"['greedy', 'math']",800,21120
1256,F,Equalizing Two Strings,"['constructive algorithms', 'sortings', 'strings']",2000,3443
1256,E,Yet Another Division Into Teams,"['dp', 'greedy', 'sortings']",2000,4348
1256,D,Binary String Minimizing,['greedy'],1500,12415
1256,C,Platforms Jumping,['greedy'],1700,7098
1256,B,Minimize the Permutation,['greedy'],1400,13363
1256,A,Payment Without Change,['math'],1000,31128
1255,C,League of Leesins,"['constructive algorithms', 'implementation']",1600,6867
1255,B,Fridge Lockers,"['graphs', 'implementation']",1100,12244
1255,A,Changing Volume,['math'],800,17623
1254,E,Send Tree to Charlie,"['combinatorics', 'dfs and similar', 'dsu', 'trees']",3300,293
1254,D,Tree Queries,"['data structures', 'probabilities', 'trees']",2700,1356
1254,C,Point Ordering,"['constructive algorithms', 'geometry', 'interactive', 'math']",2300,1513
1254,B2,Send Boxes to Alice (Hard Version),"['constructive algorithms', 'greedy', 'math', 'number theory', 'ternary search', 'two pointers']",2100,3284
1254,B1,Send Boxes to Alice (Easy Version),"['constructive algorithms', 'greedy', 'math', 'number theory', 'ternary search', 'two pointers']",1800,4795
1254,A,Feeding Chicken,"['constructive algorithms', 'greedy', 'implementation']",1700,5368
1253,F,Cheap Robot,"['binary search', 'dsu', 'graphs', 'shortest paths', 'trees']",2500,2025
1253,E,Antenna Coverage,"['data structures', 'dp', 'greedy', 'sortings']",2200,2957
1253,D,Harmonious Graph,"['constructive algorithms', 'dfs and similar', 'dsu', 'graphs', 'greedy', 'sortings']",1700,9760
1253,C,Sweets Eating,"['dp', 'greedy', 'math', 'sortings']",1500,14798
1253,B,Silly Mistake,"['greedy', 'implementation']",1400,11438
1253,A,Single Push,['implementation'],1000,18693
1252,L,Road Construction,"['flows', 'graphs']",2300,604
1252,K,Addition Robot,"['data structures', 'math', 'matrices']",2100,1927
1252,J,Tiling Terrace,"['brute force', 'dp']",2300,746
1252,I,Mission Possible,[],3000,32
1252,H,Twin Buildings,"['greedy', 'implementation']",1800,2726
1252,G,Performance Review,['data structures'],2100,1463
1252,F,Regular Forestation,"['hashing', 'trees']",2400,998
1252,E,Songwriter,"['greedy', 'two pointers']",2200,1273
1252,D,Find String in a Grid,"['data structures', 'dp', 'strings', 'trees']",3000,382
1252,C,Even Path,"['data structures', 'implementation']",1600,3830
1252,B,Cleaning Robots,"['dp', 'trees']",2300,548
1252,A,Copying Homework,[],1000,5771
1251,F,Red-White Fence,"['combinatorics', 'fft']",2500,902
1251,E2,Voting (Hard Version),"['binary search', 'data structures', 'greedy']",2400,2789
1251,E1,Voting (Easy Version),"['data structures', 'dp', 'greedy']",2300,2455
1251,D,Salary Changing,"['binary search', 'greedy', 'sortings']",1900,6242
1251,C,Minimize The Integer,"['greedy', 'two pointers']",1600,13375
1251,B,Binary Palindromes,"['greedy', 'strings']",1400,11226
1251,A,Broken Keyboard,"['brute force', 'strings', 'two pointers']",1000,20374
1250,N,Wires,"['dfs and similar', 'graphs', 'greedy']",2000,1658
1250,M,SmartGarden,"['constructive algorithms', 'divide and conquer']",2500,378
1250,L,Divide The Students,"['binary search', 'greedy', 'math']",1500,4289
1250,K,Projectors,"['flows', 'graphs']",3100,245
1250,J,The Parade,"['binary search', 'greedy']",1800,3087
1250,I,Show Must Go On,"['binary search', 'brute force', 'greedy', 'shortest paths']",3100,153
1250,H,Happy Birthday,['math'],1500,4141
1250,G,Discarding Game,"['dp', 'greedy', 'two pointers']",2300,747
1250,F,Data Center,"['brute force', 'implementation']",800,7784
1250,E,The Coronation,"['graphs', 'implementation']",2300,840
1250,D,Conference Problem,['dp'],3000,198
1250,C,Trip to Saint Petersburg,['data structures'],2100,1371
1250,B,The Feast and the Bus,"['brute force', 'constructive algorithms', 'greedy', 'math']",1800,2692
1250,A,Berstagram,['implementation'],1400,4172
1249,F,Maximum Weight Subset,"['dp', 'trees']",2200,2530
1249,E,By Elevator or Stairs?,"['dp', 'shortest paths']",1700,10272
1249,D2,Too Many Segments (hard version),"['data structures', 'greedy', 'sortings']",1800,5533
1249,D1,Too Many Segments (easy version),['greedy'],1800,5303
1249,C2,Good Numbers (hard version),"['binary search', 'greedy', 'math', 'meet-in-the-middle']",1500,13077
1249,C1,Good Numbers (easy version),"['brute force', 'greedy', 'implementation']",1300,16046
1249,B2,Books Exchange (hard version),"['dfs and similar', 'dsu', 'math']",1300,17480
1249,B1,Books Exchange (easy version),"['dsu', 'math']",1000,21594
1249,A,Yet Another Dividing into Teams,['math'],800,23053
1248,D1,The World Is Just a Programming Task (Easy Version),"['brute force', 'dp', 'greedy', 'implementation']",2000,2437
1248,B,Grow The Tree,"['greedy', 'math', 'sortings']",900,17370
1248,A,Integer Points,"['geometry', 'math']",1000,14430
1246,F,Cursor Distance,[],3500,193
1245,F,Daniel and Spring Cleaning,"['bitmasks', 'brute force', 'combinatorics', 'dp']",2300,2052
1245,E,Hyakugoku and Ladders,"['dp', 'probabilities', 'shortest paths']",2300,1310
1245,D,Shichikuji and Power Grid,"['dsu', 'graphs', 'greedy', 'shortest paths', 'trees']",1900,8323
1245,C,Constanze's Machine,['dp'],1400,18640
1245,B,Restricted RPS,"['constructive algorithms', 'dp', 'greedy']",1200,14157
1245,A,Good ol' Numbers Coloring,"['math', 'number theory']",1000,14520
1244,G,Running in Pairs,"['constructive algorithms', 'greedy', 'math']",2400,1406
1244,F,Chips,"['constructive algorithms', 'implementation']",2300,1582
1244,E,Minimizing Difference,"['binary search', 'constructive algorithms', 'greedy', 'sortings', 'ternary search', 'two pointers']",2000,5661
1244,D,Paint the Tree,"['brute force', 'constructive algorithms', 'dp', 'graphs', 'implementation', 'trees']",1800,7820
1244,C,The Football Season,"['brute force', 'math', 'number theory']",2000,7892
1244,B,Rooms and Staircases,"['brute force', 'implementation']",1000,16651
1244,A,Pens and Pencils,['math'],800,19613
1243,B2,Character Swap (Hard Version),['strings'],1600,7194
1243,B1,Character Swap (Easy Version),['strings'],1000,15081
1243,A,Maximum Square,['implementation'],800,16126
1242,E,Planar Perimeter,"['constructive algorithms', 'graphs']",3200,140
1242,D,Number Discovery,['math'],3400,209
1242,C,Sum Balance,"['bitmasks', 'dfs and similar', 'dp', 'graphs']",2400,1750
1242,B,0-1 MST,"['dfs and similar', 'dsu', 'graphs', 'sortings']",1900,8276
1242,A,Tile Painting,"['constructive algorithms', 'math', 'number theory']",1500,12926
1240,F,Football,['graphs'],3100,295
1239,F,"Swiper, no swiping!","['graphs', 'implementation']",3400,301
1239,E,Turtle,"['dp', 'implementation']",3100,1082
1239,D,Catowice City,"['2-sat', 'dfs and similar', 'graph matchings', 'graphs']",2400,2283
1239,C,Queue in the Train,"['data structures', 'greedy', 'implementation']",2300,1604
1239,B,The World Is Just a Programming Task (Hard Version),['implementation'],2500,1084
1239,A,Ivan the Fool and the Probability Theory,"['combinatorics', 'dp', 'math']",1700,7522
1238,G,Adilbek and the Watering System,"['data structures', 'greedy', 'sortings']",2700,426
1238,F,The Maximum Subtree,"['dfs and similar', 'dp', 'graphs', 'trees']",2200,1961
1238,E,Keyboard Purchase,"['bitmasks', 'dp']",2200,3235
1238,D,AB-string,"['binary search', 'combinatorics', 'dp', 'strings']",1900,6202
1238,C,Standard Free2play,"['dp', 'greedy', 'math']",1600,7650
1238,B,Kill `Em All,"['greedy', 'sortings']",1300,14152
1238,A,Prime Subtraction,"['math', 'number theory']",900,26035
1237,H,Balanced Reversals,['constructive algorithms'],3300,398
1237,G,Balanced Distribution,"['data structures', 'dp', 'greedy']",3500,155
1237,F,Balanced Domino Placements,"['combinatorics', 'dp']",2600,935
1237,E,Balanced Binary Search Trees,"['dp', 'math']",2400,1410
1237,D,Balanced Playlist,"['binary search', 'data structures', 'implementation']",2000,4381
1237,C2,Balanced Removals (Harder),"['binary search', 'constructive algorithms', 'divide and conquer', 'greedy', 'implementation', 'sortings']",1900,4439
1237,C1,Balanced Removals (Easier),"['constructive algorithms', 'geometry', 'greedy']",1700,6202
1237,B,Balanced Tunnel,"['data structures', 'sortings', 'two pointers']",1300,18425
1237,A,Balanced Rating Changes,"['implementation', 'math']",1000,21073
1236,F,Alice and the Cactus,"['dfs and similar', 'graphs', 'math', 'probabilities']",3000,187
1236,E,Alice and the Unfair Game,"['binary search', 'data structures', 'dp', 'dsu']",2500,710
1236,D,Alice and the Doll,"['brute force', 'data structures', 'greedy', 'implementation']",2300,1709
1236,C,Labs,"['constructive algorithms', 'greedy', 'implementation']",1300,10328
1236,B,Alice and the List of Presents,"['combinatorics', 'math']",1500,11526
1236,A,Stones,"['brute force', 'greedy', 'math']",800,16878
1234,F,Yet Another Substring Reverse,"['bitmasks', 'dp']",2200,2835
1234,E,Special Permutations,['math'],2000,2865
1234,D,Distinct Characters Queries,['data structures'],1600,16563
1234,C,Pipes,"['dp', 'implementation']",1500,13043
1234,B2,Social Network (hard version),"['data structures', 'implementation']",1300,17677
1234,B1,Social Network (easy version),['implementation'],1000,19262
1234,A,Equalize Prices Again,['math'],800,28596
1231,E,Middle-Out,"['constructive algorithms', 'greedy', 'strings']",2200,867
1231,C,Increasing Matrix,['greedy'],1100,4051
1230,B,Ania and Minimizing,"['greedy', 'implementation']",1000,19153
1230,A,Dawid and Bags of Candies,"['brute force', 'implementation']",800,22235
1228,F,One Node is Gone,"['constructive algorithms', 'implementation', 'trees']",2500,466
1228,E,Another Filling the Grid,"['combinatorics', 'dp', 'math']",2300,3015
1228,D,Complete Tripartite,"['brute force', 'constructive algorithms', 'graphs', 'hashing', 'implementation']",1900,5308
1228,C,Primes and Multiplication,"['math', 'number theory']",1700,9316
1228,B,Filling the Grid,"['implementation', 'math']",1400,11689
1228,A,Distinct Digits,"['brute force', 'implementation']",800,22489
1227,G,Not Same,['constructive algorithms'],2600,1124
1227,F2,Wrong Answer on test 233 (Hard Version),"['combinatorics', 'math']",2400,1599
1227,F1,Wrong Answer on test 233 (Easy Version),['dp'],2200,1887
1227,E,Arson In Berland Forest,"['binary search', 'graphs', 'graphs', 'shortest paths']",2200,1538
1227,D2,Optimal Subsequences (Hard Version),"['data structures', 'greedy']",1800,4501
1227,D1,Optimal Subsequences (Easy Version),"['data structures', 'greedy']",1600,6583
1227,C,Messy,['constructive algorithms'],1700,5658
1227,B,Box,['constructive algorithms'],1200,9941
1227,A,Math Problem,['math'],1100,9955
1225,G,To Make 1,"['bitmasks', 'constructive algorithms', 'dp', 'greedy', 'number theory']",3100,618
1225,F,Tree Factory,"['constructive algorithms', 'greedy', 'trees']",2500,930
1225,E,Rock Is Push,"['binary search', 'dp']",2200,1966
1225,D,Power Products,"['hashing', 'math', 'number theory']",1800,8925
1225,C,p-binary,"['bitmasks', 'brute force', 'math']",1600,9309
1225,B2,TV Subscriptions (Hard Version),"['implementation', 'two pointers']",1300,11504
1225,B1,TV Subscriptions (Easy Version),['implementation'],1000,12216
1225,A,Forgetting Things,['math'],900,16205
1223,G,Wooden Raft,"['binary search', 'math', 'number theory']",3200,257
1223,F,Stack Exterminable Arrays,"['data structures', 'divide and conquer', 'dp', 'hashing']",2600,2137
1223,E,Paint the Tree,"['dp', 'sortings', 'trees']",2100,2752
1223,D,Sequence Sorting,"['dp', 'greedy', 'two pointers']",2000,4215
1223,C,Save the Nature,"['binary search', 'greedy']",1600,9046
1223,B,Strings Equalization,['strings'],1000,15256
1223,A,CME,['math'],800,21933
1221,G,Graph And Numbers,"['bitmasks', 'brute force', 'combinatorics', 'dp', 'meet-in-the-middle']",2900,796
1221,F,Choose a Square,"['binary search', 'data structures', 'sortings']",2400,1128
1221,E,Game With String,['games'],2500,1126
1221,D,Make The Fence Great Again,['dp'],1800,9615
1221,C,Perfect Team,"['binary search', 'math']",1200,22985
1221,B,Knights,"['constructive algorithms', 'greedy']",1100,12316
1221,A,2048 Game,"['brute force', 'greedy', 'math']",1000,17450
1220,G,Geolocation,['geometry'],3400,64
1220,F,Gardener Alex,"['binary search', 'data structures']",2700,788
1220,E,Tourism,"['dfs and similar', 'dp', 'dsu', 'graphs', 'greedy', 'trees']",2200,2868
1220,D,Alex and Julian,"['bitmasks', 'math', 'number theory']",1900,4016
1220,C,Substring Game in the Lesson,"['games', 'greedy', 'strings']",1300,10497
1220,B,Multiplication Table,"['math', 'number theory']",1300,11863
1220,A,Cards,"['implementation', 'sortings', 'strings']",800,31303
1219,G,Harvester,['implementation'],2000,744
1219,C,Periodic integer number,"['implementation', 'strings']",1700,1978
1218,I,The Light Square,"['2-sat', 'dfs and similar', 'greedy']",2100,647
1218,H,Function Composition,['dfs and similar'],2900,137
1218,G,Alpha planetary system,"['constructive algorithms', 'graphs', 'shortest paths']",3000,137
1218,F,Workout plan,"['data structures', 'greedy']",1500,3049
1218,E,Product Tuples,"['divide and conquer', 'fft']",2500,418
1218,D,Xor Spanning Tree,"['divide and conquer', 'fft', 'graphs']",2400,547
1218,C,Jumping Transformers,['dp'],2600,198
1218,B,Guarding warehouses,"['data structures', 'geometry']",3000,83
1218,A,BubbleReactor,"['dp', 'graphs']",2800,164
1217,F,Forced Online Queries Problem,"['data structures', 'divide and conquer', 'dsu', 'graphs', 'trees']",2600,656
1217,E,Sum Queries?,"['data structures', 'greedy', 'implementation', 'math']",2300,2007
1217,D,Coloring Edges,"['constructive algorithms', 'dfs and similar', 'graphs']",2100,5622
1217,C,The Number Of Good Substrings,"['binary search', 'bitmasks', 'brute force']",1700,7661
1217,B,Zmei Gorynich,"['greedy', 'math']",1600,11556
1217,A,Creating a Character,"['binary search', 'math']",1300,15337
1216,F,Wi-Fi,"['data structures', 'dp', 'greedy']",2100,2837
1216,E2,Numerical Sequence (hard version),"['binary search', 'math']",2200,1557
1216,E1,Numerical Sequence (easy version),"['binary search', 'brute force', 'math']",1900,3556
1216,D,Swords,['math'],1300,11592
1216,C,White Sheet,"['geometry', 'math']",1700,9779
1216,B,Shooting,"['greedy', 'implementation', 'sortings']",900,19053
1216,A,Prefixes,['strings'],800,19100
1215,F,Radio Stations,['2-sat'],2700,1077
1215,E,Marbles,"['bitmasks', 'dp']",2200,3218
1215,D,Ticket Game,"['games', 'greedy', 'math']",1700,6379
1215,C,Swap Letters,"['constructive algorithms', 'greedy']",1500,11545
1215,B,The Number of Products,"['combinatorics', 'dp', 'implementation']",1400,14852
1215,A,Yellow Cards,"['greedy', 'implementation', 'math']",1000,11743
1214,H,Tiles Placement,"['constructive algorithms', 'dfs and similar', 'trees']",2800,422
1214,G,Feeling Good,"['bitmasks', 'data structures']",3200,319
1214,F,Employment,"['greedy', 'sortings']",2700,469
1214,E,Petya and Construction Set,"['constructive algorithms', 'graphs', 'math', 'sortings', 'trees']",2000,2781
1214,D,Treasure Island,"['dfs and similar', 'dp', 'flows', 'hashing']",1900,5995
1214,C,Bad Sequence,"['data structures', 'greedy']",1200,13705
1214,B,Badges,"['brute force', 'math']",1100,11131
